event,date,favourite,favourite_odds,underdog,underdog_odds,result
UFC Fight Night 40 - Brown vs. Silva,10th May 2014,Louis Smolka,1.69,Chris Cariaso,2.36,Underdog
UFC Fight Night 40 - Brown vs. Silva,10th May 2014,Rafael Natal,1.69,Ed Herman,2.75,Underdog
UFC Fight Night 40 - Brown vs. Silva,10th May 2014,Kyoji Horiguchi,1.52,Darrell Montague,2.9,Favourite
UFC Fight Night 40 - Brown vs. Silva,10th May 2014,Yan Cabral,1.19,Zak Cummings,5.75,Underdog
UFC Fight Night 40 - Brown vs. Silva,10th May 2014,Eddie Wineland,1.13,Johnny Eduardo,8.35,Underdog
UFC Fight Night 40 - Brown vs. Silva,10th May 2014,Nik Lentz,1.21,Manny Gamburyan,5.6,Favourite
UFC Fight Night 40 - Brown vs. Silva,10th May 2014,Justin Salas,1.36,Ben Wall,3.6,Favourite
UFC Fight Night 40 - Brown vs. Silva,10th May 2014,Albert Tumenov,1.4,Anthony Lapsley,3.45,Favourite
UFC Fight Night 42 - Henderson vs. Khabilov,7th Jun 2014,Benson Henderson,1.46,Rustam Khabilov,3.17,Favourite
UFC Fight Night 42 - Henderson vs. Khabilov,7th Jun 2014,Ross Pearson,1.77,Diego Sanchez,2.4,Underdog
UFC Fight Night 42 - Henderson vs. Khabilov,7th Jun 2014,John Dodson,1.2,John Moraga,5.8,Favourite
UFC Fight Night 42 - Henderson vs. Khabilov,7th Jun 2014,Rafael dos Anjos,1.38,Jason High,3.55,Favourite
UFC Fight Night 42 - Henderson vs. Khabilov,7th Jun 2014,Piotr Hallmann,1.65,Yves Edwards,2.5,Favourite
UFC Fight Night 42 - Henderson vs. Khabilov,7th Jun 2014,Erik Perez,1.83,Bryan Caraway,2.15,Underdog
UFC Fight Night 42 - Henderson vs. Khabilov,7th Jun 2014,Sergio Pettis,1.18,Yaotzin Meza,6.4,Favourite
UFC Fight Night 42 - Henderson vs. Khabilov,7th Jun 2014,Bobby Voelker,1.95,Lance Benoist,2.0,Underdog
UFC Fight Night 42 - Henderson vs. Khabilov,7th Jun 2014,Scott Jorgensen,1.42,Danny Martinez,3.25,Favourite
UFC Fight Night 42 - Henderson vs. Khabilov,7th Jun 2014,Jon Tuck,1.67,Jake Lindsey,2.44,Favourite
UFC Fight Night 42 - Henderson vs. Khabilov,7th Jun 2014,Patrick Cummins,1.32,Roger Narvaez,3.85,Favourite
UFC 174 - Johnson vs. Bagautinov,14th Jun 2014,Demetrious Johnson,1.18,Ali Bagautinov,6.6,Favourite
UFC 174 - Johnson vs. Bagautinov,14th Jun 2014,Rory MacDonald,1.95,Tyron Woodley,2.05,Favourite
UFC 174 - Johnson vs. Bagautinov,14th Jun 2014,Ryan Bader,1.63,Rafael Cavalcante,2.55,Favourite
UFC 174 - Johnson vs. Bagautinov,14th Jun 2014,Brendan Schaub,1.71,Andrei Arlovski,2.4,Underdog
UFC 174 - Johnson vs. Bagautinov,14th Jun 2014,Ovince St Preux,1.62,Ryan Jimmo,2.6,Favourite
UFC 174 - Johnson vs. Bagautinov,14th Jun 2014,Daniel Sarafian,1.22,Kiichi Kunimoto,5.15,Underdog
UFC 174 - Johnson vs. Bagautinov,14th Jun 2014,Elizabeth Phillips,1.83,Valerie Letourneau,2.25,Underdog
UFC 174 - Johnson vs. Bagautinov,14th Jun 2014,Mike Easton,1.47,Yves Jabouin,3.0,Underdog
UFC 174 - Johnson vs. Bagautinov,14th Jun 2014,Kajan Johnson,1.56,Tae Hyun Bang,2.7,Underdog
UFC 174 - Johnson vs. Bagautinov,14th Jun 2014,Michinori Tanaka,1.67,Roland Delorme,2.4,Favourite
UFC 174 - Johnson vs. Bagautinov,14th Jun 2014,Josh Shockley,1.95,Jason Saggo,2.0,Underdog
UFC Fight Night 44 - Swanson vs. Stephens,28th Jun 2014,Cub Swanson,1.47,Jeremy Stephens,3.07,Favourite
UFC Fight Night 44 - Swanson vs. Stephens,28th Jun 2014,Kelvin Gastelum,1.36,Nico Musoke,3.9,Favourite
UFC Fight Night 44 - Swanson vs. Stephens,28th Jun 2014,Cezar Ferreira,1.38,Andrew Craig,3.9,Favourite
UFC Fight Night 44 - Swanson vs. Stephens,28th Jun 2014,Ricardo Lamas,1.4,Hacran Dias,3.48,Favourite
UFC Fight Night 44 - Swanson vs. Stephens,28th Jun 2014,Antonio Braga Neto,1.67,Clint Hester,2.45,Underdog
UFC Fight Night 44 - Swanson vs. Stephens,28th Jun 2014,Joe Ellenberger,1.57,James Moontasri,2.8,Favourite
UFC Fight Night 44 - Swanson vs. Stephens,28th Jun 2014,Carlos Diego Ferreira,1.54,Colton Smith,2.75,Favourite
UFC Fight Night 44 - Swanson vs. Stephens,28th Jun 2014,Johnny Bedford,1.59,Cody Gibson,2.77,Underdog
UFC Fight Night 44 - Swanson vs. Stephens,28th Jun 2014,Andy Enz,1.53,Marcelo Guimaraes,2.95,Underdog
UFC Fight Night 44 - Swanson vs. Stephens,28th Jun 2014,Ray Borg,1.24,Shane Howell,5.1,Favourite
UFC Fight Night 44 - Swanson vs. Stephens,28th Jun 2014,Aleksei Oleinik,1.73,Anthony Hamilton,2.3,Favourite
UFC Fight Night 46 - McGregor vs. Brandao,19th Jul 2014,Conor McGregor,1.18,Diego Brandao,6.6,Favourite
UFC Fight Night 46 - McGregor vs. Brandao,19th Jul 2014,Gunnar Nelson,1.16,Zak Cummings,7.6,Favourite
UFC Fight Night 46 - McGregor vs. Brandao,19th Jul 2014,Ian McCall,1.67,Brad Pickett,2.5,Favourite
UFC Fight Night 46 - McGregor vs. Brandao,19th Jul 2014,Norman Parke,1.25,Naoyuki Kotani,5.15,Favourite
UFC Fight Night 46 - McGregor vs. Brandao,19th Jul 2014,Ilir Latifi,1.38,Chris Dempsey,3.65,Favourite
UFC Fight Night 46 - McGregor vs. Brandao,19th Jul 2014,Neil Seery,1.65,Phil Harris,2.45,Favourite
UFC Fight Night 46 - McGregor vs. Brandao,19th Jul 2014,Cathal Pendred,1.77,Mike King,2.3,Favourite
UFC Fight Night 46 - McGregor vs. Brandao,19th Jul 2014,Tor Troeng,1.65,Trevor Smith,2.45,Underdog
UFC Fight Night 46 - McGregor vs. Brandao,19th Jul 2014,Nikita Krylov,1.87,Cody Donovan,2.2,Favourite
UFC Fight Night 46 - McGregor vs. Brandao,19th Jul 2014,Josh Sampo,1.44,Patrick Holohan,3.25,Underdog
UFC on Fox 12 - Lawler vs. Brown,26th Jul 2014,Robbie Lawler,1.35,Matt Brown,5.0,Favourite
UFC on Fox 12 - Lawler vs. Brown,26th Jul 2014,Anthony Johnson,1.17,Rogerio Nogueira,6.4,Favourite
UFC on Fox 12 - Lawler vs. Brown,26th Jul 2014,Dennis Bermudez,1.62,Clay Guida,2.85,Favourite
UFC on Fox 12 - Lawler vs. Brown,26th Jul 2014,Josh Thomson,1.31,Bobby Green,4.45,Underdog
UFC on Fox 12 - Lawler vs. Brown,26th Jul 2014,Jorge Masvidal,1.47,Daron Cruickshank,3.15,Favourite
UFC on Fox 12 - Lawler vs. Brown,26th Jul 2014,Patrick Cummins,1.5,Kyle Kingsbury,3.05,Favourite
UFC on Fox 12 - Lawler vs. Brown,26th Jul 2014,Tim Means,1.56,Hernani Perpetuo,3.0,Favourite
UFC on Fox 12 - Lawler vs. Brown,26th Jul 2014,Brian Ortega,1.59,Mike de la Torre,2.81,Favourite
UFC on Fox 12 - Lawler vs. Brown,26th Jul 2014,Tiago Trator,1.4,Akbarh Arreola,3.75,Favourite
UFC on Fox 12 - Lawler vs. Brown,26th Jul 2014,Gilbert Burns,1.69,Andreas Stahl,2.47,Favourite
UFC on Fox 12 - Lawler vs. Brown,26th Jul 2014,Joanna Jedrzejczyk,1.32,Juliana Lima,3.85,Favourite
UFC on Fox 12 - Lawler vs. Brown,26th Jul 2014,Steven Siler,1.48,Noad Lahat,3.07,Underdog
UFC Fight Night 48 - Bisping vs. Le,23rd Aug 2014,Michael Bisping,1.43,Cung Le,3.55,Favourite
UFC Fight Night 48 - Bisping vs. Le,23rd Aug 2014,Tyron Woodley,1.55,Dong Hyun Kim,2.9,Favourite
UFC Fight Night 48 - Bisping vs. Le,23rd Aug 2014,Brendan O'Reilly,1.79,Zhang Lipeng,2.4,Underdog
UFC Fight Night 48 - Bisping vs. Le,23rd Aug 2014,Yang Jianping,1.5,Ning Guangyou,3.07,Underdog
UFC Fight Night 48 - Bisping vs. Le,23rd Aug 2014,Danny Mitchell,1.53,Wang Sai,2.84,Underdog
UFC Fight Night 48 - Bisping vs. Le,23rd Aug 2014,Alberto Mina,1.45,Shinsho Anzai,3.31,Favourite
UFC Fight Night 48 - Bisping vs. Le,23rd Aug 2014,Yuta Sasaki,1.71,Roland Delorme,2.35,Favourite
UFC Fight Night 48 - Bisping vs. Le,23rd Aug 2014,Colby Covington,1.24,Wang Anying,5.2,Favourite
UFC Fight Night 48 - Bisping vs. Le,23rd Aug 2014,Royston Wee,1.45,Zhuikui Yao,3.4,Favourite
UFC Fight Night 48 - Bisping vs. Le,23rd Aug 2014,Milana Dudieva,1.71,Elizabeth Phillips,2.33,Favourite
UFC 177 - Dillashaw vs. Soto,30th Aug 2014,T.J. Dillashaw,1.1,Joe Soto,10.0,Favourite
UFC 177 - Dillashaw vs. Soto,30th Aug 2014,Tony Ferguson,1.42,Danny Castillo,3.45,Favourite
UFC 177 - Dillashaw vs. Soto,30th Aug 2014,Bethe Correia,1.7,Shayna Baszler,2.4,Favourite
UFC 177 - Dillashaw vs. Soto,30th Aug 2014,Carlos Diego Ferreira,1.56,Ramsey Nijem,2.7,Favourite
UFC 177 - Dillashaw vs. Soto,30th Aug 2014,Yancy Medeiros,1.95,Damon Jackson,2.05,Favourite
UFC 177 - Dillashaw vs. Soto,30th Aug 2014,Derek Brunson,1.61,Lorenz Larkin,2.65,Favourite
UFC 177 - Dillashaw vs. Soto,30th Aug 2014,Anthony Hamilton,1.45,Ruan Potts,3.05,Favourite
UFC 177 - Dillashaw vs. Soto,30th Aug 2014,Chris Wade,1.71,Cain Carrizosa,2.38,Favourite
UFC Fight Night 51 - Bigfoot vs. Arlovski 2,13th Sep 2014,Antonio Silva,1.24,Andrei Arlovski,4.8,Underdog
UFC Fight Night 51 - Bigfoot vs. Arlovski 2,13th Sep 2014,Gleison Tibau,1.43,Piotr Hallmann,3.5,Favourite
UFC Fight Night 51 - Bigfoot vs. Arlovski 2,13th Sep 2014,Leonardo Santos,1.48,Efrain Escudero,3.25,Favourite
UFC Fight Night 51 - Bigfoot vs. Arlovski 2,13th Sep 2014,Santiago Ponzinibbio,1.95,Wendell Oliveira,2.0,Favourite
UFC Fight Night 51 - Bigfoot vs. Arlovski 2,13th Sep 2014,Yuri Alcantara,1.32,Russell Doane,3.85,Favourite
UFC Fight Night 51 - Bigfoot vs. Arlovski 2,13th Sep 2014,Jessica Andrade,1.91,Larissa Pacheco,2.05,Favourite
UFC Fight Night 51 - Bigfoot vs. Arlovski 2,13th Sep 2014,Godofredo Pepey,1.77,Dashon Johnson,2.25,Favourite
UFC Fight Night 51 - Bigfoot vs. Arlovski 2,13th Sep 2014,Igor Araujo,1.77,George Sullivan,2.35,Underdog
UFC Fight Night 51 - Bigfoot vs. Arlovski 2,13th Sep 2014,Francisco Trinaldo,1.57,Leandro Silva,2.71,Favourite
UFC Fight Night 51 - Bigfoot vs. Arlovski 2,13th Sep 2014,Sean Spencer,1.5,Paulo Thiago,3.15,Favourite
UFC Fight Night 51 - Bigfoot vs. Arlovski 2,13th Sep 2014,Johnny Bedford,1.8,Rani Yahya,2.25,Underdog
UFC Fight Night 52 - Hunt vs. Nelson,20th Sep 2014,Mark Hunt,2.1,Roy Nelson,2.14,Favourite
UFC Fight Night 52 - Hunt vs. Nelson,20th Sep 2014,Myles Jury,1.18,Takanori Gomi,6.05,Favourite
UFC Fight Night 52 - Hunt vs. Nelson,20th Sep 2014,Yoshihiro Akiyama,1.65,Amir Sadollah,2.77,Favourite
UFC Fight Night 52 - Hunt vs. Nelson,20th Sep 2014,Miesha Tate,1.34,Rin Nakai,3.9,Favourite
UFC Fight Night 52 - Hunt vs. Nelson,20th Sep 2014,Kiichi Kunimoto,1.43,Richard Walsh,3.15,Favourite
UFC Fight Night 52 - Hunt vs. Nelson,20th Sep 2014,Kyoji Horiguchi,1.17,Jon delos Reyes,6.5,Favourite
UFC Fight Night 52 - Hunt vs. Nelson,20th Sep 2014,Alex Caceres,1.35,Masanori Kanehara,3.65,Underdog
UFC Fight Night 52 - Hunt vs. Nelson,20th Sep 2014,Katsunori Kikuno,1.72,Sam Sicilia,2.35,Favourite
UFC Fight Night 52 - Hunt vs. Nelson,20th Sep 2014,Hyun Gyu Lim,1.17,Takenori Sato,6.55,Favourite
UFC Fight Night 52 - Hunt vs. Nelson,20th Sep 2014,Michinori Tanaka,1.67,Kyung Ho Kang,2.47,Underdog
UFC Fight Night 52 - Hunt vs. Nelson,20th Sep 2014,Kazuki Tokudome,1.77,Johnny Case,2.28,Underdog
UFC Fight Night 52 - Hunt vs. Nelson,20th Sep 2014,Maximo Blanco,1.75,Daniel Hooker,2.35,Favourite
UFC 178 - Johnson vs. Cariaso,27th Sep 2014,Demetrious Johnson,1.07,Chris Cariaso,12.5,Favourite
UFC 178 - Johnson vs. Cariaso,27th Sep 2014,Donald Cerrone,1.75,Eddie Alvarez,2.25,Favourite
UFC 178 - Johnson vs. Cariaso,27th Sep 2014,Conor McGregor,1.44,Dustin Poirier,3.4,Favourite
UFC 178 - Johnson vs. Cariaso,27th Sep 2014,Tim Kennedy,2.01,Yoel Romero,2.23,Underdog
UFC 178 - Johnson vs. Cariaso,27th Sep 2014,Cat Zingano,1.48,Amanda Nunes,2.97,Favourite
UFC 178 - Johnson vs. Cariaso,27th Sep 2014,Dominick Cruz,1.21,Takeya Mizugaki,5.75,Favourite
UFC 178 - Johnson vs. Cariaso,27th Sep 2014,Jorge Masvidal,1.33,James Krause,3.95,Favourite
UFC 178 - Johnson vs. Cariaso,27th Sep 2014,Stephen Thompson,1.29,Patrick Cote,4.4,Favourite
UFC 178 - Johnson vs. Cariaso,27th Sep 2014,John Howard,1.5,Brian Ebersole,3.2,Underdog
UFC 178 - Johnson vs. Cariaso,27th Sep 2014,Kevin Lee,1.44,Jon Tuck,3.2,Favourite
UFC 178 - Johnson vs. Cariaso,27th Sep 2014,Cody Gibson,1.65,Manny Gamburyan,2.55,Underdog
UFC Fight Night 53 - Nelson vs. Story,4th Oct 2014,Gunnar Nelson,1.29,Rick Story,4.29,Underdog
UFC Fight Night 53 - Nelson vs. Story,4th Oct 2014,Max Holloway,1.19,Akira Corassani,5.8,Favourite
UFC Fight Night 53 - Nelson vs. Story,4th Oct 2014,Ilir Latifi,1.38,Jan Blachowicz,3.51,Underdog
UFC Fight Night 53 - Nelson vs. Story,4th Oct 2014,Niklas Backstrom,1.14,Mike Wilkinson,8.02,Underdog
UFC Fight Night 53 - Nelson vs. Story,4th Oct 2014,Magnus Cedenblad,1.83,Scott Askham,2.25,Favourite
UFC Fight Night 53 - Nelson vs. Story,4th Oct 2014,Nico Musoke,1.5,Alexander Yakovlev,3.01,Favourite
UFC Fight Night 53 - Nelson vs. Story,4th Oct 2014,Dennis Siver,1.4,Charles Rosa,3.71,Favourite
UFC Fight Night 53 - Nelson vs. Story,4th Oct 2014,Cathal Pendred,1.71,Gasan Umalatov,2.38,Favourite
UFC Fight Night 53 - Nelson vs. Story,4th Oct 2014,Krzysztof Jotko,1.83,Tor Troeng,2.3,Favourite
UFC Fight Night 53 - Nelson vs. Story,4th Oct 2014,Mairbek Taisumov,1.67,Marcin Bandel,2.5,Favourite
UFC Fight Night 53 - Nelson vs. Story,4th Oct 2014,Zubaira Tukhugov,1.4,Ernest Chavez,3.48,Favourite
UFC Fight Night - Rockhold vs. Bisping,7th Nov 2014,Luke Rockhold,1.23,Michael Bisping,4.76,Favourite
UFC Fight Night - Rockhold vs. Bisping,7th Nov 2014,Ross Pearson,1.67,Al Iaquinta,2.5,Underdog
UFC Fight Night - Rockhold vs. Bisping,7th Nov 2014,Soa Palelei,1.67,Walt Harris,2.44,Favourite
UFC Fight Night - Rockhold vs. Bisping,7th Nov 2014,Jake Matthews,1.28,Vagner Rocha,4.35,Favourite
UFC Fight Night - Rockhold vs. Bisping,7th Nov 2014,Guto Inocente,1.54,Anthony Perosh,2.86,Underdog
UFC Fight Night - Rockhold vs. Bisping,7th Nov 2014,Dylan Andrews,1.61,Sam Alvey,2.5,Underdog
UFC Fight Night - Rockhold vs. Bisping,7th Nov 2014,Louis Smolka,1.32,Richie Vaculik,4.0,Favourite
UFC Fight Night - Rockhold vs. Bisping,7th Nov 2014,Vik Grujic,1.75,Chris Clements,2.27,Underdog
UFC Fight Night - Rockhold vs. Bisping,7th Nov 2014,Luke Zachrich,1.35,Daniel Kelly,3.57,Underdog
UFC Fight Night - Rockhold vs. Bisping,7th Nov 2014,Marcus Brimage,1.2,Jumabieke Tuerxun,5.56,Favourite
UFC Fight Night - Shogun vs. St. Preux,8th Nov 2014,Mauricio Rua,1.54,Ovince St Preux,2.7,Underdog
UFC Fight Night - Shogun vs. St. Preux,8th Nov 2014,Warlley Alves,1.45,Alan Jouban,3.03,Favourite
UFC Fight Night - Shogun vs. St. Preux,8th Nov 2014,Leon Edwards,1.54,Claudio Silva,2.63,Underdog
UFC Fight Night - Shogun vs. St. Preux,8th Nov 2014,Dhiego Lima,1.32,Jorge Antonio Cezario de Oliveira,3.7,Favourite
UFC Fight Night - Shogun vs. St. Preux,8th Nov 2014,Nina Nunes,1.69,Juliana Lima,2.38,Underdog
UFC Fight Night - Shogun vs. St. Preux,8th Nov 2014,Diego Rivas,1.82,Rodolfo Rubio Perez,2.0,Favourite
UFC Fight Night - Shogun vs. St. Preux,8th Nov 2014,Caio Magalhaes,1.47,Trevor Smith,2.94,Favourite
UFC Fight Night - Shogun vs. St. Preux,8th Nov 2014,Leandro Silva,1.64,Charlie Brenneman,2.5,Favourite
UFC Fight Night - Shogun vs. St. Preux,8th Nov 2014,Thomas Almeida,1.3,Tim Gorman,3.7,Favourite
UFC Fight Night - Shogun vs. St. Preux,8th Nov 2014,Colby Covington,1.23,Wagner Silva Gomes,4.76,Favourite
UFC 180 - Werdum vs. Hunt,15th Nov 2014,Fabricio Werdum,1.27,Mark Hunt,4.55,Favourite
UFC 180 - Werdum vs. Hunt,15th Nov 2014,Kelvin Gastelum,1.47,Jake Ellenberger,2.94,Favourite
UFC 180 - Werdum vs. Hunt,15th Nov 2014,Dennis Bermudez,1.59,Ricardo Lamas,2.7,Underdog
UFC 180 - Werdum vs. Hunt,15th Nov 2014,Augusto Montano,1.47,Chris Heatherly,2.94,Favourite
UFC 180 - Werdum vs. Hunt,15th Nov 2014,Edgar Garcia,1.54,Hector Urbina,2.78,Underdog
UFC 180 - Werdum vs. Hunt,15th Nov 2014,Jose Quinonez,1.47,Alejandro Perez,3.03,Underdog
UFC 180 - Werdum vs. Hunt,15th Nov 2014,Jessica Eye,1.43,Leslie Smith,3.13,Favourite
UFC 180 - Werdum vs. Hunt,15th Nov 2014,Gabriel Benitez,1.3,Humberto Brown Morrison,4.17,Favourite
UFC 180 - Werdum vs. Hunt,15th Nov 2014,Enrique Briones,1.89,Guido Cannetti,2.04,Favourite
UFC 180 - Werdum vs. Hunt,15th Nov 2014,Marlon Vera,1.39,Marco Beltran,3.33,Underdog
UFC Fight Night - Edgar vs. Swanson,22nd Nov 2014,Frankie Edgar,1.47,Cub Swanson,3.03,Favourite
UFC Fight Night - Edgar vs. Swanson,22nd Nov 2014,Edson Barboza,1.96,Bobby Green,2.04,Favourite
UFC Fight Night - Edgar vs. Swanson,22nd Nov 2014,Brad Pickett,1.52,Chico Camus,3.03,Underdog
UFC Fight Night - Edgar vs. Swanson,22nd Nov 2014,Jared Rosholt,1.47,Aleksei Oleinik,3.03,Underdog
UFC Fight Night - Edgar vs. Swanson,22nd Nov 2014,Joseph Benavidez,1.27,Dustin Ortiz,4.35,Favourite
UFC Fight Night - Edgar vs. Swanson,22nd Nov 2014,Matt Wiman,1.54,Isaac Vallie-Flagg,2.78,Favourite
UFC Fight Night - Edgar vs. Swanson,22nd Nov 2014,Ruslan Magomedov,1.49,Josh Copeland,2.94,Favourite
UFC Fight Night - Edgar vs. Swanson,22nd Nov 2014,Luke Barnatt,1.33,Roger Narvaez,3.57,Underdog
UFC Fight Night - Edgar vs. Swanson,22nd Nov 2014,James Vick,1.49,Nick Hein,2.78,Favourite
UFC Fight Night - Edgar vs. Swanson,22nd Nov 2014,Yves Edwards,1.54,Akbarh Arreola,2.78,Underdog
UFC Fight Night - Edgar vs. Swanson,22nd Nov 2014,Paige VanZant,1.69,Kailin Curran,2.38,Favourite
UFC Fight Night - Edgar vs. Swanson,22nd Nov 2014,Doo Ho Choi,1.3,Juan Manuel Puig,3.85,Favourite
UFC 181 - Hendricks vs. Lawler 2,6th Dec 2014,Johny Hendricks,1.49,Robbie Lawler,2.94,Underdog
UFC 181 - Hendricks vs. Lawler 2,6th Dec 2014,Anthony Pettis,1.41,Gilbert Melendez,3.13,Favourite
UFC 181 - Hendricks vs. Lawler 2,6th Dec 2014,Travis Browne,1.32,Brendan Schaub,3.85,Favourite
UFC 181 - Hendricks vs. Lawler 2,6th Dec 2014,Todd Duffee,1.33,Anthony Hamilton,3.7,Favourite
UFC 181 - Hendricks vs. Lawler 2,6th Dec 2014,Tony Ferguson,1.43,Abel Trujillo,3.13,Favourite
UFC 181 - Hendricks vs. Lawler 2,6th Dec 2014,Urijah Faber,1.23,Francisco Rivera,5.0,Favourite
UFC 181 - Hendricks vs. Lawler 2,6th Dec 2014,Eddie Gordon,1.64,Josh Samman,2.44,Underdog
UFC 181 - Hendricks vs. Lawler 2,6th Dec 2014,Corey Anderson,1.32,Justin Jones,3.85,Favourite
UFC 181 - Hendricks vs. Lawler 2,6th Dec 2014,Ashlee Evans-Smith,1.54,Raquel Pennington,2.7,Underdog
UFC 181 - Hendricks vs. Lawler 2,6th Dec 2014,Sergio Pettis,1.33,Matt Hobar,3.7,Favourite
UFC 181 - Hendricks vs. Lawler 2,6th Dec 2014,Alex White,1.75,Clay Collard,2.22,Underdog
UFC - The Ultimate Fighter 20 Finale,12th Dec 2014,Rose Namajunas,1.56,Carla Esparza,2.63,Underdog
UFC - The Ultimate Fighter 20 Finale,12th Dec 2014,Jeremy Stephens,1.89,Charles Oliveira,2.33,Underdog
UFC - The Ultimate Fighter 20 Finale,12th Dec 2014,Daron Cruickshank,1.61,K.J. Noons,2.56,Draw
UFC - The Ultimate Fighter 20 Finale,12th Dec 2014,Yancy Medeiros,1.43,Joe Proctor,3.23,Favourite
UFC - The Ultimate Fighter 20 Finale,12th Dec 2014,Randa Markos,1.92,Jessica Penne,2.0,Underdog
UFC - The Ultimate Fighter 20 Finale,12th Dec 2014,Felice Herrig,1.28,Lisa Ellis,4.17,Favourite
UFC - The Ultimate Fighter 20 Finale,12th Dec 2014,Bec Rawlings,1.56,Heather Clark,2.63,Underdog
UFC - The Ultimate Fighter 20 Finale,12th Dec 2014,Joanne Wood,1.2,Seo Hee Ham,5.88,Favourite
UFC - The Ultimate Fighter 20 Finale,12th Dec 2014,Tecia Torres,1.18,Angela Magana,5.88,Favourite
UFC - The Ultimate Fighter 20 Finale,12th Dec 2014,Aisling Daly,1.49,Alex Chambers,2.94,Favourite
UFC - The Ultimate Fighter 20 Finale,12th Dec 2014,Angela Hill,1.64,Emily Kagan,2.5,Favourite
UFC on Fox 13 - Dos Santos vs. Miocic,13th Dec 2014,Junior dos Santos,1.28,Stipe Miocic,4.55,Favourite
UFC on Fox 13 - Dos Santos vs. Miocic,13th Dec 2014,Rafael dos Anjos,1.41,Nate Diaz,3.57,Favourite
UFC on Fox 13 - Dos Santos vs. Miocic,13th Dec 2014,Alistair Overeem,1.47,Stefan Struve,3.23,Favourite
UFC on Fox 13 - Dos Santos vs. Miocic,13th Dec 2014,Matt Mitrione,1.79,Gabriel Gonzaga,2.22,Favourite
UFC on Fox 13 - Dos Santos vs. Miocic,13th Dec 2014,Claudia Gadelha,1.43,Joanna Jedrzejczyk,3.23,Underdog
UFC on Fox 13 - Dos Santos vs. Miocic,13th Dec 2014,John Moraga,1.23,Willie Gates,5.56,Favourite
UFC on Fox 13 - Dos Santos vs. Miocic,13th Dec 2014,Ben Saunders,1.43,Joe Riggs,3.23,Favourite
UFC on Fox 13 - Dos Santos vs. Miocic,13th Dec 2014,Jamie Varner,1.28,Drew Dober,4.35,Underdog
UFC on Fox 13 - Dos Santos vs. Miocic,13th Dec 2014,Joe Ellenberger,1.47,Bryan Barberena,3.13,Underdog
UFC on Fox 13 - Dos Santos vs. Miocic,13th Dec 2014,David Michaud,1.47,Garett Whiteley,2.94,Favourite
UFC on Fox 13 - Dos Santos vs. Miocic,13th Dec 2014,Henry Cejudo,1.45,Dustin Kimura,3.23,Favourite
UFC on Fox 13 - Dos Santos vs. Miocic,13th Dec 2014,Anthony Birchak,1.47,Ian Entwistle,3.03,Underdog
UFC Fight Night - Machida vs. Dollaway,20th Dec 2014,Lyoto Machida,1.18,C.B. Dollaway,5.88,Favourite
UFC Fight Night - Machida vs. Dollaway,20th Dec 2014,Renan Barao,1.14,Mitch Gagnon,7.14,Favourite
UFC Fight Night - Machida vs. Dollaway,20th Dec 2014,Patrick Cummins,1.64,Antonio Carlos Junior,2.56,Favourite
UFC Fight Night - Machida vs. Dollaway,20th Dec 2014,Rashid Magomedov,1.64,Elias Silverio,2.44,Favourite
UFC Fight Night - Machida vs. Dollaway,20th Dec 2014,Erick Silva,1.28,Mike Rhodes,4.35,Favourite
UFC Fight Night - Machida vs. Dollaway,20th Dec 2014,Daniel Sarafian,1.67,Antonio Dos Santos Jr.,2.38,Favourite
UFC Fight Night - Machida vs. Dollaway,20th Dec 2014,Marcos Rogerio de Lima,1.33,Igor Pokrajac,4.0,Favourite
UFC Fight Night - Machida vs. Dollaway,20th Dec 2014,Tom Niinimaki,1.92,Renato Moicano,2.04,Underdog
UFC Fight Night - Machida vs. Dollaway,20th Dec 2014,Hacran Dias,1.54,Darren Elkins,2.78,Favourite
UFC Fight Night - Machida vs. Dollaway,20th Dec 2014,Yuta Sasaki,1.22,Leandro Issa,5.0,Underdog
UFC Fight Night - Machida vs. Dollaway,20th Dec 2014,Tim Means,1.47,Marcio Alexandre Jr.,3.03,Favourite
UFC Fight Night - Machida vs. Dollaway,20th Dec 2014,Jake Collier,1.59,Vitor Miranda,2.56,Underdog
UFC 182 - Jones vs. Cormier,3rd Jan 2015,Jon Jones,1.64,Daniel Cormier,2.5,Favourite
UFC 182 - Jones vs. Cormier,3rd Jan 2015,Donald Cerrone,1.54,Myles Jury,2.7,Favourite
UFC 182 - Jones vs. Cormier,3rd Jan 2015,Nate Marquardt,1.79,Brad Tavares,2.22,Underdog
UFC 182 - Jones vs. Cormier,3rd Jan 2015,Kyoji Horiguchi,1.16,Louis Gaudinot,6.67,Favourite
UFC 182 - Jones vs. Cormier,3rd Jan 2015,Hector Lombard,1.15,Josh Burkman,7.14,Favourite
UFC 182 - Jones vs. Cormier,3rd Jan 2015,Danny Castillo,1.47,Paul Felder,2.94,Underdog
UFC 182 - Jones vs. Cormier,3rd Jan 2015,Marcus Brimage,1.56,Cody Garbrandt,2.7,Underdog
UFC 182 - Jones vs. Cormier,3rd Jan 2015,Shawn Jordan,1.47,Jared Cannonier,3.03,Favourite
UFC 182 - Jones vs. Cormier,3rd Jan 2015,Evan Dunham,1.22,Rodrigo Damm,5.56,Favourite
UFC 182 - Jones vs. Cormier,3rd Jan 2015,Omari Akhmedov,1.64,Mats Nilsson,2.5,Favourite
